"match_id","series","round_num","tick","seconds","clock_time","player_steam_id","player_name","player_team","bomb_action","bomb_site","created_at"
"2x7q7fae",1,5,89764,91.6796875,"00:24","76561198153580037","WCSLIGHT","Wildcard","plant_begin","B","2023-06-02 13:29:55.166079+00"
"2x7q7fae",1,5,90154,94.7265625,"00:21","76561198153580037","WCSLIGHT","Wildcard","plant","B","2023-06-02 13:29:55.166079+00"
"2x7q7fae",1,11,166874,82.875,"00:33","76561198336814871","WCfreshie","Wildcard","plant_begin","B","2023-06-02 13:29:55.166079+00"
"2x7q7fae",1,11,167264,85.921875,"00:30","76561198336814871","WCfreshie","Wildcard","plant","B","2023-06-02 13:29:55.166079+00"
"2x7q7fae",1,11,168100,6.53125,"00:34","76561198079574545","nouns.bwills","Nouns esports","defuse_start","B","2023-06-02 13:29:55.166079+00"
"2x7q7fae",1,11,168740,11.53125,"00:29","76561198079574545","nouns.bwills","Nouns esports","defuse","B","2023-06-02 13:29:55.166079+00"
"2x7q7fae",1,13,204955,71.078125,"00:44","76561198162408395","WCd4rty","Wildcard","plant_begin","B","2023-06-02 13:29:55.166079+00"
"2x7q7fae",1,13,205345,74.125,"00:41","76561198162408395","WCd4rty","Wildcard","plant","B","2023-06-02 13:29:55.166079+00"
"2x7q7fae",1,14,215241,44.453125,"01:11","76561198162408395","WCd4rty","Wildcard","plant_begin","B","2023-06-02 13:29:55.166079+00"
"2x7q7fae",1,14,215631,47.5,"01:08","76561198162408395","WCd4rty","Wildcard","plant","B","2023-06-02 13:29:55.166079+00"
"2x7q7fae",1,25,319206,58.375,"00:57","76561198000828093","nouns.cJ-dA-K1nG","Nouns esports","plant_begin","A","2023-06-02 13:29:55.166079+00"
"2x7q7fae",1,25,319596,61.421875,"00:54","76561198000828093","nouns.cJ-dA-K1nG","Nouns esports","plant","A","2023-06-02 13:29:55.166079+00"
"2x7q7fae",1,27,348463,52.90625,"01:03","76561198079574545","nouns.bwills","Nouns esports","plant_begin","A","2023-06-02 13:29:55.166079+00"
"2x7q7fae",1,27,348853,55.953125,"00:60","76561198079574545","nouns.bwills","Nouns esports","plant","A","2023-06-02 13:29:55.166079+00"
"2x7q7fae",1,27,351784,22.8984375,"00:18","76561198162408395","WCd4rty","Wildcard","defuse_start","A","2023-06-02 13:29:55.166079+00"
"2x7q7fae",1,27,352426,27.9140625,"00:13","76561198162408395","WCd4rty","Wildcard","defuse","A","2023-06-02 13:29:55.166079+00"
"2x7q7fae",1,29,373265,63.90625,"00:52","76561198061787931","nouns.Carson","Nouns esports","plant_begin","B","2023-06-02 13:29:55.166079+00"
"2x7q7fae",1,29,373655,66.953125,"00:49","76561198061787931","nouns.Carson","Nouns esports","plant","B","2023-06-02 13:29:55.166079+00"
"2x7q7fae",1,29,376673,23.578125,"00:17","76561198336814871","WCfreshie","Wildcard","defuse_start","B","2023-06-02 13:29:55.166079+00"
"2x7q7fae",1,29,377955,33.59375,"00:07","76561198336814871","WCfreshie","Wildcard","defuse","B","2023-06-02 13:29:55.166079+00"
"2x7q7fae",1,30,390766,75.078125,"00:40","76561198067197966","nouns.c1nyc","Nouns esports","plant_begin","A","2023-06-02 13:29:55.166079+00"
"2x7q7fae",1,30,391156,78.125,"00:37","76561198067197966","nouns.c1nyc","Nouns esports","plant","A","2023-06-02 13:29:55.166079+00"
"2x7q7fae",1,30,394282,24.421875,"00:16","76561198029235071","WCCryptic","Wildcard","defuse_start","A","2023-06-02 13:29:55.166079+00"
"2x7q7fae",1,30,394306,24.609375,"00:16","76561198029235071","WCCryptic","Wildcard","defuse_aborted","A","2023-06-02 13:29:55.166079+00"
"2x7q7fae",1,30,394882,29.109375,"00:11","76561198029235071","WCCryptic","Wildcard","defuse_start","A","2023-06-02 13:29:55.166079+00"
"2x7q7fae",1,30,394906,29.296875,"00:11","76561198029235071","WCCryptic","Wildcard","defuse_aborted","A","2023-06-02 13:29:55.166079+00"
"2x7q7fae",1,31,406975,62.84375,"00:53","76561198061787931","nouns.Carson","Nouns esports","plant_begin","B","2023-06-02 13:29:55.166079+00"
"2x7q7fae",1,32,422583,99.71875,"00:16","76561197962903163","nouns.MarKE","Nouns esports","plant_begin","A","2023-06-02 13:29:55.166079+00"
"2x7q7fae",1,32,422973,102.765625,"00:13","76561197962903163","nouns.MarKE","Nouns esports","plant","A","2023-06-02 13:29:55.166079+00"
