"match_id","series","round_num","entity_id","throw_tick","throw_seconds","throw_clock_time","thrower_steam_id","thrower_name","thrower_side","thrower_team","thrower_x","thrower_y","thrower_z","thrower_area_name","thrower_area_id","grenade_type","grenade_x","grenade_y","grenade_z","grenade_area_name","grenade_area_id","created_at","idx"
"2hwmhm2w",1,11,2118804572293083038,168230,20.90625,"01:35","76561198821532633","eneshan","T","mastermix123",75.25,1022.25,134.90625,"Banana","2693","Flashbang",449.625,1920.375,214.625,"Banana","118","2023-06-05 10:21:16.558091+00",182
"2hwmhm2w",1,2,2125901029052372386,41994,15.890625,"01:40","76561198037278295","Beruya","T","mastermix123",693.5625,10.90625,197.4375,"SecondMid","3168","Molotov",1673.4375,12.84375,138.4375,"BombsiteA","10","2023-06-05 10:21:16.558091+00",12
"2hwmhm2w",1,13,2139667237490395400,196702,7.203125,"01:48","76561198100798845","Arttub0b","T","mastermix123",-256.125,834.75,84.09375,"TRamp","190","Flashbang",1184.90625,460.09375,126.1875,"Middle","21","2023-06-05 10:21:16.558091+00",208
"2hwmhm2w",1,13,2160566864684598240,197440,12.96875,"01:43","76561198032071879","n0tice","CT","EC Brugge",902.34375,1968.96875,208.3125,"Banana","2129","Flashbang",396.5,1689.03125,132.625,"Banana","791","2023-06-05 10:21:16.558091+00",218
"2hwmhm2w",1,13,2183879014135608315,198238,19.203125,"01:36","76561198037278295","Beruya","T","mastermix123",334.65625,-125,149.5625,"SecondMid","1443","Flashbang",1251.6875,-216.03125,289.9375,"Apartments","3047","2023-06-05 10:21:16.558091+00",221
"2hwmhm2w",1,19,2239844372302925406,277599,28.4453125,"01:27","76561198140853900","Stev0se","T","EC Brugge",829.65625,594.3125,189.84375,"Middle","3","Smoke Grenade",1404.75,940.34375,147.96875,"TopofMid","80","2023-06-05 10:21:16.558091+00",313
"2hwmhm2w",1,13,2275815523522457083,197482,13.296875,"01:42","76561197971923260","simixinho","CT","EC Brugge",1661.75,122.59375,285.15625,"BombsiteA","1733","HE Grenade",797.25,-81.75,380.21875,"Balcony","243","2023-06-05 10:21:16.558091+00",219
"2hwmhm2w",1,12,2285040574303675651,190340,20.5,"00:20","76561198191301766","RONDE","T","mastermix123",2407.46875,1097.3125,231.96875,"Library","3052","Incendiary Grenade",2134.3125,-143.21875,158.71875,"Pit","2453","2023-06-05 10:21:16.558091+00",206
"2hwmhm2w",1,7,2292147268994058680,105052,29.53125,"01:26","76561198314392309","n0te","T","mastermix123",-658.0625,606.71875,81.125,"LowerMid","1176","Flashbang",-149.625,1445.65625,554.5625,"Banana","250","2023-06-05 10:21:16.558091+00",104
"2hwmhm2w",1,19,2299656046455461390,276475,19.6640625,"01:36","76561198191301766","RONDE","CT","mastermix123",1895.28125,-265.5,321.875,"Apartments","3050","HE Grenade",1210.03125,-393.28125,256.625,"Apartments","3046","2023-06-05 10:21:16.558091+00",309
"2hwmhm2w",1,2,2320264720125620016,41128,9.125,"01:46","76561198821532633","eneshan","T","mastermix123",93.625,988.46875,145.375,"Banana","188","Molotov",384.96875,1971.09375,130.3125,"Banana","367","2023-06-05 10:21:16.558091+00",9
"2hwmhm2w",1,6,2348334073298254813,92385,14.671875,"01:41","76561198315324300","MAGILA-","CT","EC Brugge",679.34375,2039.75,202.3125,"Banana","213","Incendiary Grenade",-54.8125,1395.90625,100.1875,"Banana","250","2023-06-05 10:21:16.558091+00",84
"2hwmhm2w",1,6,2357658709255673089,92209,13.296875,"01:42","76561198032071879","n0tice","CT","EC Brugge",776.0625,2266.90625,204.5,"BombsiteB","65","Smoke Grenade",172.78125,1079.75,90.40625,"Banana","2635","2023-06-05 10:21:16.558091+00",83
"2hwmhm2w",1,17,2362939570075884170,251007,8.71875,"01:47","76561198314392309","n0te","CT","mastermix123",821.6875,2576.03125,241.9375,"BombsiteB","2821","Incendiary Grenade",280.34375,1684.71875,151.46875,"Banana","56","2023-06-05 10:21:16.558091+00",272
"2hwmhm2w",1,6,2389175273939400701,91739,9.625,"01:46","76561198315324300","MAGILA-","CT","EC Brugge",804.40625,2215.90625,205.4375,"","525","HE Grenade",192,1471.28125,107.4375,"Banana","790","2023-06-05 10:21:16.558091+00",81
"2hwmhm2w",1,5,2403106363901257446,84263,30.21875,"01:25","76561198032071879","n0tice","CT","EC Brugge",140.90625,2669.34375,261.125,"BombsiteB","1883","Smoke Grenade",430.65625,1852.34375,130.53125,"Banana","1838","2023-06-05 10:21:16.558091+00",65
"2hwmhm2w",1,10,2450463416749133157,152026,10.546875,"01:45","76561198821532633","eneshan","T","mastermix123",86.875,965.875,147.15625,"Banana","188","Molotov",587.0625,1885.09375,142.5,"Banana","509","2023-06-05 10:21:16.558091+00",154
"2hwmhm2w",1,18,2461916448918873198,260775,9.75,"01:46","76561198821532633","eneshan","CT","mastermix123",821.125,2331.46875,205.28125,"BombsiteB","65","HE Grenade",182.6875,1436.25,105.03125,"Banana","73","2023-06-05 10:21:16.558091+00",284
"2hwmhm2w",1,13,2546937094816227461,197868,16.3125,"01:39","76561198821532633","eneshan","T","mastermix123",42.21875,890.09375,135.78125,"Banana","1235","HE Grenade",339.40625,1827,127.125,"Banana","414","2023-06-05 10:21:16.558091+00",220
"2hwmhm2w",1,15,2556323830702258376,222533,23.984375,"01:32","76561197971923260","simixinho","CT","EC Brugge",2110.28125,-297.875,317.71875,"Balcony","2764","Smoke Grenade",1841.59375,-232.5625,258,"Apartments","3050","2023-06-05 10:21:16.558091+00",257
"2hwmhm2w",1,8,2662237444887652806,129359,81.3125,"00:34","76561197971923260","simixinho","CT","EC Brugge",2476.84375,-186.15625,141.40625,"Pit","930","Smoke Grenade",2457.84375,-149,86.03125,"Pit","41","2023-06-05 10:21:16.558091+00",133
"2hwmhm2w",1,5,2664017728320120523,81779,10.8125,"01:45","76561198315324300","MAGILA-","CT","EC Brugge",844.78125,2351.34375,213.21875,"BombsiteB","839","HE Grenade",129.65625,1370.78125,100.65625,"Banana","73","2023-06-05 10:21:16.558091+00",61
"2hwmhm2w",1,19,2669260135722839670,275592,12.765625,"01:43","76561198191301766","RONDE","CT","mastermix123",1874.34375,-278.4375,321.375,"Apartments","3050","Incendiary Grenade",1172.375,-385.71875,258.71875,"Apartments","312","2023-06-05 10:21:16.558091+00",304
"2hwmhm2w",1,2,2696364301795516805,45702,44.859375,"01:11","76561198315324300","MAGILA-","CT","EC Brugge",595.15625,3487.6875,234.03125,"BombsiteB","1987","Flashbang",73.21875,2809,497.15625,"BombsiteB","12","2023-06-05 10:21:16.558091+00",22
"2hwmhm2w",1,10,2697717118349113672,154942,33.328125,"01:22","76561198100798845","Arttub0b","T","mastermix123",974.3125,437.28125,168.125,"SecondMid","205","Smoke Grenade",2286.09375,784.03125,150.875,"BombsiteA","400","2023-06-05 10:21:16.558091+00",162
"2hwmhm2w",1,18,2702256607970347550,260549,7.984375,"01:48","76561198100798845","Arttub0b","CT","mastermix123",1366.28125,570.59375,201.75,"TopofMid","2641","HE Grenade",93.96875,690.34375,72.15625,"Middle","107","2023-06-05 10:21:16.558091+00",281
"2hwmhm2w",1,18,2749052124035041415,263597,31.796875,"01:24","76561198037278295","Beruya","CT","mastermix123",2313.375,-30.84375,197.75,"BombsiteA","171","Smoke Grenade",1897.1875,-280.5625,258.03125,"Apartments","3050","2023-06-05 10:21:16.558091+00",288
"2hwmhm2w",1,9,2757080035564707895,139073,27.390625,"01:28","76561198100798845","Arttub0b","T","mastermix123",786.09375,644.0625,199.65625,"Middle","2640","Molotov",1517.09375,136.84375,132.4375,"BombsiteA","496","2023-06-05 10:21:16.558091+00",145
"2hwmhm2w",1,10,2776897223829031631,151652,7.625,"01:48","76561198314392309","n0te","T","mastermix123",-854,384.0625,82.0625,"LowerMid","1107","Smoke Grenade",416.40625,1982.875,130.03125,"Banana","1824","2023-06-05 10:21:16.558091+00",151
"2hwmhm2w",1,16,2824382380341564372,243062,54.1875,"01:01","76561198140853900","Stev0se","T","EC Brugge",118.75,1583.28125,226.25,"Banana","975","Flashbang",668.40625,2530.75,392.21875,"BombsiteB","2087","2023-06-05 10:21:16.558091+00",271
"2hwmhm2w",1,4,2908865066175111713,64658,14.046875,"01:41","76561197971923260","simixinho","CT","EC Brugge",1875.25,-270.625,322.25,"Apartments","3050","Incendiary Grenade",1261.9375,-408.46875,250.78125,"Apartments","3046","2023-06-05 10:21:16.558091+00",42
